#,id,brand,colors,created_at,description,image_data,image_name,name,price,rating,sizes,stock,category_id
137,340,Bosch,"Black, White",2025-05-08 13:11:42.342213,252L frost-free refrigerator with VitaFresh technology.,17335,6.jpg,Bosch 252L 4-Star Frost Free Refrigerator,35000,0,"252L, 300L",5,54
138,341,LG,"Silver, Black",2025-05-08 13:11:42.670578,687L side-by-side refrigerator with smart features and ice dispenser.,17336,7.jpg,LG 687L Side-by-Side Refrigerator,80000,0,"687L, 700L",3,54
139,342,Samsung,"Stainless Steel, Black",2025-05-08 13:11:42.894028,501L side-by-side refrigerator with digital inverter technology.,17337,8.jpg,Samsung 501L 4-Star Side-by-Side Refrigerator,75000,0,"501L, 600L",4,54
140,343,Whirlpool,"Blue, Silver",2025-05-08 13:11:43.123008,340L frost-free refrigerator with 6th Sense technology.,17338,9.jpg,Whirlpool 340L 3-Star Frost Free Refrigerator,40000,0,"340L, 400L",7,54
141,344,Godrej,"Green, White",2025-05-08 13:11:43.347385,190L direct cool refrigerator with a stylish design.,17339,10.jpg,Godrej 190L 4-Star Direct Cool Refrigerator,21000,0,"190L, 210L",9,54
142,345,IKEA,"White, Black",2025-05-08 13:11:43.571754,Stylish dresser with six spacious drawers for storage.,17340,1.jpg,IKEA Hemnes 6-Drawer Dresser,15000,0,"60x40x80 cm, 80x50x100 cm",10,55
143,346,Urban Ladder,"Brown, Black",2025-05-08 13:11:43.902358,Modern coffee table with a sleek design and storage space.,17341,2.jpg,Urban Ladder Coffee Table,8000,0,"100x60x45 cm, 120x70x50 cm",15,55
144,347,Home Centre,"Grey, Blue",2025-05-08 13:11:44.260945,Comfortable 3-seater sofa set with plush cushions.,17342,3.jpg,Home Centre Sofa Set,25000,0,"200x90x85 cm, 220x100x90 cm",8,55
145,348,Pepperfry,"Wooden, Glass",2025-05-08 13:11:44.484647,Stylish dining table with seating for six.,17343,4.jpg,Pepperfry Dining Table,20000,0,"150x90x75 cm, 180x100x75 cm",12,55
146,350,Hometown,"Grey, Brown",2025-05-08 13:11:45.035033,Comfortable recliner chair with adjustable settings.,17345,6.jpg,Hometown Recliner Chair,12000,0,80x90x100 cm,7,55
147,351,Godrej,"Black, Walnut",2025-05-08 13:11:45.257703,Spacious office desk with multiple drawers.,17346,7.jpg,Godrej Office Desk,15000,0,120x60x75 cm,6,55
148,352,HomeTown,"White, Brown",2025-05-08 13:11:45.483334,Stylish bookshelf with five shelves for storage.,17347,8.jpg,HomeTown Bookshelf,10000,0,80x30x180 cm,9,55
149,353,Pepperfry,"Black, Oak",2025-05-08 13:11:45.705595,Modern TV unit with storage for media devices.,17348,9.jpg,Pepperfry TV Unit,18000,0,150x40x50 cm,4,55
150,354,Urban Ladder,"White, Brown",2025-05-08 13:11:45.929668,Compact bedside table with a drawer.,17349,10.jpg,Urban Ladder Bedside Table,5000,0,40x30x50 cm,11,55
151,355,Prestige,"Silver, Black",2025-05-08 13:11:46.156444,5L outer lid aluminium pressure cooker � gas compatible,17350,1.jpg,Prestige Pressure Cooker,1899,0,35x20x18 cm,20,56
152,356,Borosil,Transparent,2025-05-08 13:11:46.401461,"3-piece glass bowl set � microwave safe, transparent",17351,2.jpg,Borosil Glass Mixing Bowl,799,0,15x15x15 cm,50,56
153,357,Pigeon,"Black, Red",2025-05-08 13:11:46.793212,"28cm non-stick fry pan with handle, induction base",17352,3.jpg,Pigeon Non-stick Pan,699,0,28x28x5 cm,35,56
154,358,Milton,"Steel, Grey",2025-05-08 13:11:47.134908,1L stainless steel vacuum insulated flask � hot & cold,17353,4.jpg,Milton Thermosteel Flask,999,0,8x8x30 cm,60,56
155,359,Philips,"White, Blue",2025-05-08 13:11:47.556276,"750W mixer with 3 stainless jars, pulse function",17354,5.jpg,Philips Mixer Grinder,3499,0,20x25x35 cm,18,56
156,360,Cello,"Blue, White",2025-05-08 13:11:47.979389,10 pcs airtight kitchen storage box � BPA-free plastic,17355,6.jpg,Cello Plastic Container Set,499,0,Varies,80,56
157,361,Prestige,Black,2025-05-08 13:11:48.202025,1200W portable induction stove with digital control,17356,7.jpg,Prestige Induction Cooktop,2399,0,30x28x7 cm,22,56
158,362,Hawkins,Silver,2025-05-08 13:11:48.424688,3L curved body aluminium pressure cooker,17357,8.jpg,Hawkins Contura Pressure Cooker,1550,0,30x20x15 cm,25,56
159,363,Wonderchef,"Black, Red",2025-05-08 13:11:48.655620,Electric tandoor and sandwich grill � 2000W,17358,9.jpg,Wonderchef Tandoor Grill,2899,0,35x30x15 cm,10,56
160,364,Bajaj,"Black, Steel",2025-05-08 13:11:48.986820,1.5L cordless electric kettle � auto cut-off,17359,10.jpg,Bajaj Electric Kettle,1299,0,20x15x25 cm,30,56
161,365,Nike,"Blue, Red, Black",2025-05-08 13:11:49.211493,"Moisture-wicking sports t-shirt, comfortable fit",17360,1.jpg,Nike Sports T-Shirt,1499,0,30x25x1 cm,100,57
162,366,Adidas,"White, Grey, Navy",2025-05-08 13:11:49.430777,Classic polo shirt with breathable fabric and regular fit,17361,2.jpg,Adidas Polo Shirt,1999,0,35x25x2 cm,60,57
163,367,Puma,"Black, Charcoal, Blue",2025-05-08 13:11:49.662432,Comfortable hoodie with front pocket and drawstring adjustable hood,17362,3.jpg,Puma Hoodie,2999,0,40x30x10 cm,40,57
164,368,Levi's,"Red, Grey, Black",2025-05-08 13:11:50.117766,Soft cotton hoodie with graphic print on front,17363,4.jpg,Levi's Hoodie,3499,0,45x30x12 cm,50,57
165,369,Under Armour,"Green, Black, Navy",2025-05-08 13:11:50.440903,Performance hoodie with moisture-wicking fabric and relaxed fit,17364,5.jpg,Under Armour Hoodie,2799,0,42x28x11 cm,60,57
166,370,Levi's,"Dark Blue, Light Blue",2025-05-08 13:11:50.665655,Classic fit denim jeans with a comfortable stretch,17365,6.jpg,Levi's Jeans,2999,0,40x25x5 cm,70,57
167,371,Adidas,"Black, Grey, Navy",2025-05-08 13:11:51.104490,Comfortable cotton joggers with elastic waistband,17366,7.jpg,Adidas Joggers,2299,0,45x30x8 cm,80,57
168,372,Nike,"Black, White",2025-05-08 13:11:51.330991,Lightweight running shoes with breathable mesh upper,17367,8.jpg,Nike Running Shoes,3999,0,28x12x10 cm,50,57
169,373,Timberland,"Brown, Tan",2025-05-08 13:11:51.555361,Rugged boots with waterproof feature and durable leather,17368,9.jpg,Timberland Boots,5499,0,30x15x12 cm,40,57
170,374,Ray-Ban,"Black, Brown",2025-05-08 13:11:52.009712,Polarized sunglasses with UV protection,17369,10.jpg,Ray-Ban Sunglasses,4999,0,14x5x3 cm,30,57
171,375,Apple,"Black, White, Red",2025-05-08 13:11:52.236896,"128GB, A15 Bionic chip, 6.1-inch OLED display, Dual cameras",17370,1.jpg,iPhone 14,79999,0,14.7x7.2x0.8 cm,40,58
172,376,Samsung,"Phantom Black, White",2025-05-08 13:11:52.463711,"128GB, 8GB RAM, 6.1-inch Dynamic AMOLED 2X, Triple cameras",17371,2.jpg,Samsung Galaxy S22,74999,0,15.7x7.3x0.8 cm,50,58
173,377,OnePlus,"Morning Mist, Pine Green",2025-05-08 13:11:52.791080,"256GB, 12GB RAM, 6.7-inch Fluid AMOLED, Quad cameras",17372,3.jpg,OnePlus 9 Pro,64999,0,16.4x7.4x0.8 cm,30,58
174,378,Xiaomi,"Horizon Blue, Midnight Gray",2025-05-08 13:11:53.231975,"128GB, 8GB RAM, 6.81-inch AMOLED, Triple cameras",17373,4.jpg,Xiaomi Mi 11,42999,0,16.5x7.5x0.8 cm,60,58
175,379,Realme,"Dashing Silver, Racing Yellow",2025-05-08 13:11:53.461158,"128GB, 8GB RAM, 6.43-inch Super AMOLED, Triple cameras",17374,5.jpg,Realme GT 5G,28999,0,16.4x7.4x0.8 cm,80,58
176,380,Vivo,"Sunset Jazz, Midnight Blue",2025-05-08 13:11:53.697501,"128GB, 8GB RAM, 6.44-inch AMOLED, Dual cameras",17375,6.jpg,Vivo V21e,24999,0,16.3x7.5x0.8 cm,90,58
177,381,Oppo,"Midnight Blue, Crystal Silver",2025-05-08 13:11:53.932834,"128GB, 6GB RAM, 6.43-inch AMOLED, Quad cameras",17376,7.jpg,Oppo F19 Pro,24999,0,16.3x7.4x0.8 cm,50,58
178,382,Samsung,"Awesome Black, Awesome White",2025-05-08 13:11:54.156549,"128GB, 6GB RAM, 6.5-inch Super AMOLED, Quad cameras",17377,8.jpg,Samsung Galaxy A52,26999,0,15.9x7.5x0.8 cm,70,58
179,384,Google,"Stormy Black, Sorta Seafoam",2025-05-08 13:11:54.810203,"128GB, 8GB RAM, 6.4-inch AMOLED, Dual cameras",17379,10.jpg,Google Pixel 6,59999,0,15.8x7.5x0.9 cm,25,58
180,385,Bose,"Black, Silver",2025-05-08 13:11:55.028040,Portable Bluetooth speaker with 360� sound,17380,1.jpg,Bose SoundLink Revolve,12999,0,18x18x10 cm,25,59
181,386,JBL,"Black, Blue, Red",2025-05-08 13:11:55.253661,Waterproof Bluetooth speaker with bass radiators,17381,2.jpg,JBL Flip 5,7999,0,18x7x7 cm,40,59
182,387,Sony,"Black, Blue, Pink",2025-05-08 13:11:55.470960,Compact Bluetooth speaker with Extra Bass,17382,3.jpg,Sony SRS-XB12,4999,0,9x9x9 cm,50,59
183,388,UE,"Black, Red, Blue",2025-05-08 13:11:55.803062,Waterproof and drop-proof Bluetooth speaker with 360� sound,17383,4.jpg,Ultimate Ears Megaboom 3,14999,0,22x22x9 cm,20,59
184,389,Marshall,"Black, Cream, Brown",2025-05-08 13:11:56.172299,Bluetooth speaker with superior sound quality and iconic design,17384,5.jpg,Marshall Stanmore II,24999,0,35x20x18 cm,15,59
185,390,Samsung,Black,2025-05-08 13:11:56.510192,4K Ultra HD smart QLED TV with HDR10+ and Quantum Dot display,17385,1.jpg,Samsung 55-inch QLED,79999,0,123x72x15 cm,30,60
186,391,LG,Black,2025-05-08 13:11:57.143286,4K UHD Smart LED TV with webOS and AI Sound,17386,2.jpg,LG 50-inch LED,45999,0,113x66x8 cm,50,60
187,392,Sony,Black,2025-05-08 13:11:57.380710,4K UHD Smart TV with OLED and Dolby Vision,17387,3.jpg,Sony 65-inch Bravia,129999,0,145x85x10 cm,20,60
188,393,Xiaomi,Black,2025-05-08 13:11:57.726034,4K UHD Smart TV with Android TV and Google Assistant,17388,4.jpg,Xiaomi Mi TV 4X 55,29999,0,123x72x10 cm,100,60
189,394,OnePlus,Black,2025-05-08 13:11:57.951129,"4K QLED TV with Oxygen Play, Dolby Vision",17389,5.jpg,OnePlus 55-inch QLED,59999,0,123x72x12 cm,40,60
190,395,Rolex,"Silver, Black",2025-05-08 13:11:58.308864,Classic automatic diving watch with stainless steel case,17390,1.jpg,Rolex Submariner,799999,0,40mm,10,61
191,396,Casio,"Black, Blue, Red",2025-05-08 13:11:58.533361,Durable digital watch with shock resistance,17391,2.jpg,Casio G-Shock,5999,0,50mm,50,61
192,397,Fossil,"Black, Brown, Grey",2025-05-08 13:11:58.853681,Hybrid smart watch with fitness tracking and notifications,17392,3.jpg,Fossil Hybrid HR,9999,0,44mm,70,61
193,398,Apple,"Black, White, Gold",2025-05-08 13:11:59.072711,Smartwatch with fitness tracking and cellular connectivity,17393,4.jpg,Apple Watch Series 7,43999,0,45mm,80,61
194,399,Seiko,"Silver, Blue",2025-05-08 13:11:59.306776,Automatic mechanical watch with elegant design,17394,5.jpg,Seiko Presage,24999,0,40mm,30,61
